QueryText,KccAns
"farmer asked query about leaf eating caterpillar management in groundnut
","
recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి - "
farmer asked query on tobacco caterpillar management in cotton,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on sucking pest and catterpiller  management in ground nut
","recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
 recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query about root rot management in ground nut,"recommended to spray copper oxy chloride  (blitox)(blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. "
farmer asked query about leaf miner/ leaf folder  management in groundnut?,"recommended to spray profenofos 50 % ec  (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
+( 10,000 ppm          -               2 to 3 ml / 1  liter of water)
                                                 [ 400 ml to 600 ml / acre /200 liters of water]
"
" farmer asked query about sucking and caterpillar  management in groundnut


","కార్బోసల్ఫాన్ (మార్షల్ ) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
                                                                         or
బైఫెన్ త్రిన్ (మార్కర్) 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked about crop rotation in bengal gram,suggested to crop rotation with green gram
shoot rot manaagement in ground nut?,recommended to spray mancozeb 400 gm/acre 2 gm/1 ltr of water 
"farmer asked query on root rot management in ground nut
","--recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked about sucking pest and cataerpillar management in groundnut,"recommended to spray dimethoate (rogore) 400 ml /200 litres of water /acre 
 డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
"farmer asked query on  borer/management in ground nut
"," recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query on about cultar active ingredient is paclobutrazol usage in ground nut,"cultar active ingredient is paclobutrazol, a phytoregulator, which acts inhibiting the synthesis of gibberellins, producing a decrease in vegetative growth.
crops	pests	dose
mango	pgr	40 ml/plant
other orchids	pgr	25ml/hlw

there is no recommendation to use in ground nut"
farmer asked query about rust  management in groundnut ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about trichoderma viridae and pseudomonas fluorescens in groundnut?,recommended to okay to use for controle of stem rot
farmer asked query on sucking pest and catterpiller management in ground nut,"-- recommended to spray chlorpyrifos  (coraban/predator/altima) 500 ml/200 litres of water 
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

recommended to spray acephate 75% sp (upl orthene) 300 grams/ 200 litres of water / acre (1.5 gr/lt)
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
borers management in grondnut crop ,"
recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి."
farmer asked about borer management in groundnut,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .

"
"farmer asked query on catterpiller  management in ground nut
","--recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
or
recommended to spray novaluron 5.25% + emamectin benzoate 0.9%(barazide,upl-gunther) 320 ml /acre/200lit of water 
"
farmer asked query about root rot and stem rot  management in  groundnut?,"recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
