QueryText,KccAns
farmer asked query on gram podborer management in redgrm,"recommended to spray  quinolphos 25 % ec ( akalux ) 400 ml / 200 litres of  water
క్వినాల్ఫోస్ 25 % ec ( అకాలక్స్ )  400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query about leaf webber management in redgram
",డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query on adama -shaked)  doses in red red gram crop ? ,recommended to spray propaquizafop 2.5%+ imazethapyr 3.75% (adama -shaked) 800 ml /200 litres of water /acre-
root rot prevention in redgram?,"recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
farmer asked query on fertilizer management in redgram?,"-ఎరువులు: చివరి దుక్కిలో ఎకరాకు 2 టన్నుల పశువుల ఎరువు వేసుకోవాలి. ఖరీఫ్ లో నత్రజని 8కిలోలు, భాస్వరం 20కిలోలు, రబీలో నత్రజని 16కిలోలువేసుకోవాలి. మొక్కకు తొలి రోజులలో ఎక్కువ పోషకాల ఆవశ్య్కత ఉంటుంది."
farmer asked query about red gram sterility mite management in red gram ?,"recommended to spray dimethoate (roger) 400 ml /200 litres of water /acre 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked about precautioney pest management in redgram, recommended to spray chlorpyrifos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
spotted borer management in red gram,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
spotted pod borer management in red gram?,recommended to spray chlorpyriphos  (corabon)  1.6 ml/1 ltr of water 320 ml/acre
farmer asked query about caterpillar management i red gram ?,"recommended to spray acephate (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
farmer asked query about spodoptera management in redgram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked about precautionery measures for wilt management in redgram,"suggested to spray trichoderma viridi 5g to 10g  per lit water
ట్రైకోడెర్మా విరిడి 5 గ్రాముల నుండి 10 గ్రాముల వరకు లీటరు నీటికి పిచికారీ చేయాలని సూచించారు"
farmer asked query about spotted pod borer management in red gram ? ,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query about caterpillar management in red gram ? ,"recommended to spray acephate 75% sp (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
or
 recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked query about prevention measures for blue butterfly in red gram ? ,"మొక్కల మధ్య కాలి ని దున్నడం వలన పుప్లు ఏమైనా ఉంటె నాశనం అవుతాయి
 ముందు జాగ్రత్తగా recommended to spray acephate (arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query about sucking pest  and caterpillar management in red gram
","recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on root grab management in red gram ? ,"recommended to spray chlorpyrifos  (coraban/predator/altima) 500 ml/200 litres of water 
క్లోరోఫైరిఫాస్ (కోరబాన్/ప్రెడేటర్/అల్టిమా) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about leaf webber management in redgram,"ఫ్లూబెండమైడ్ (ఫేమ్)  40 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on how long should it not rain after spraying the pesticide? ,"most insecticides: typically, you should wait 2–6 hours after spraying before it rains. however, some insecticides, like acephate, are less effective when it rains and require 8–12 hours or more before it rains"
farmer asked query about helicoverpa management in redgram ?,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి - missile
"
